State Name,Year,Poverty Rate,All-Reported Spending per Child (2022 Dollars),State Spending per Child (2022 Dollars),Total All-Reported Spending (2022 Dollars),Total State Pre-K Spending (2022 Dollars),Number of 3-year-olds Enrolled in State Pre-K,Number of 4-year-olds Enrolled in State Pre-K,Percentage of 3-year-olds Enrolled in State Pre-K,Percentage of 4-year-olds Enrolled in State Pre-K,Total State Pre-K Enrollment,Assistant Teacher Degree Benchmark,Continuous Quality Improvement System Benchmark,Curriculum Supports Benchmark,Early Learning & Development Standards Benchmark,Maximum Class Size Benchmark,Meals Benchmark,Monitoring Benchmark,Screening & Referral Benchmark,Staff Professional Development Benchmark,Staff to Child Ratio Benchmark,Teacher Degree Benchmark,Teacher Specialized Training Benchmark,Quality Standards Met,3 Year Old Program,4 Year Old Program
Montana,2019.0,9.7,10869.309907689647,9581.369214852424,3695565.36861448,3257665.533049824,2.0,269.0,0.0001555330896648262,0.02112620749234273,340.0,No,Yes,Yes,No,Yes,,,No,No,Yes,Yes,Yes,6,Yes,Yes
Montana,2020.0,10.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Montana,2021.0,10.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
Montana,2022.0,10.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
National,2002.0,,,6528.9778188863875,,4531645982.488301,103993.11816499999,566379.881835,0.02713329937054407,0.1439317782959331,696632.0,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2003.0,,7031.474687106341,6450.964063274375,5143713583.43484,4719054388.314914,95416.0,617831.0,0.02497727339792924,0.16094835781869407,733202.0,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2004.0,,6636.9352202843775,6246.157983615707,5013892622.969494,4718678787.196437,109190.0,641855.0,0.028045465554985063,0.16735824005740485,762044.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2005.0,,6500.350816986732,6024.932851350929,5189782587.019952,4810216014.525811,112623.0,678851.0,0.027802621947983178,0.17374520240256103,805919.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2006.0,,6242.19722869007,5527.163074008198,5891285869.282029,5224368499.324807,121394.0,809699.0,0.030295475344278677,0.19935566946853195,948450.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2007.0,,6315.293850296052,5574.73917417042,6494825023.872269,5733217859.413736,133245.0,881244.0,0.03286670318933683,0.21912760138870033,1031929.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2008.0,,6565.216556787504,5876.264204356574,7471124528.592384,6687106396.85892,152027.994,978153.006,0.03697759764787951,0.2407392655204545,1141043.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2009.0,,6504.206551765412,5837.903440224291,7960791088.000517,7145272726.145321,152375.0,1046752.0,0.03702684011549215,0.25424707789479206,1216077.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2010.0,,6666.338225929369,5843.121080395641,8670739472.010683,7600001511.243601,174078.0,1118177.0,0.04284290344730838,0.27562635911831274,1300675.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2011.0,,6636.571899561549,5695.865309312874,8848043570.792946,7593870027.0086565,179602.83223902446,1145092.2392609755,0.04360308038742631,0.2818223798809736,1333225.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2012.0,,6162.21795139524,5168.419832589469,8278237324.853045,6943182845.223036,177152.55850167872,1156644.3565065565,0.04318387398771142,0.2805718041987992,1343386.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2013.0,,5909.825712914696,5142.400132884612,7912724745.278616,6885210961.920535,177003.00806963342,1147430.1690356357,0.04444586938400413,0.2790207560392242,1338910.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2014.0,,5573.037610800777,4909.540675898224,7804968953.652592,6875749856.382946,178041.56799215043,1208717.8230073107,0.04462711421526764,0.30280854049470546,1400487.4,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2015.0,,6430.656443102763,5728.205264924998,9294195603.934208,8278946428.369776,190888.3331986732,1236587.8430412132,0.04766024413290586,0.3088807055920829,1446339.0,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2016.0,,6952.581419283316,6068.396580702379,10326481462.363188,9013225594.609564,193704.91407540193,1276719.2778508768,0.048742310215017313,0.3175890950827236,1486454.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2017.0,,6950.967986038523,6087.096636298375,10521221476.579433,9213636429.986855,205748.70901782112,1299278.5517611457,0.051668730670957175,0.3258251343047509,1515796.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2018.0,,6981.394147199668,6047.803399753316,10970513893.150528,9503475927.748562,227040.61237127992,1334198.4703791337,0.056664460984332685,0.33390163339178675,1572903.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2019.0,,6874.281999955229,5918.916877205951,11183460043.037165,9629219516.266888,241255.5227057663,1372481.8134001587,0.059767575155730626,0.3413142185057075,1628268.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2020.0,,7103.389734061028,6164.81519152514,11670293149.003107,10115105469.950619,253519.82262248904,1380077.8462102243,0.06340111577801318,0.34132268092611556,1656674.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2021.0,,8817.33992930017,7333.175815046854,11750722795.450811,9752375850.079182,188297.44902739036,1136591.1022257595,0.04801637143994209,0.28288561068297513,1345448.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
National,2022.0,,7655.7211921336475,6570.640650144572,11557240400.690002,9902706335.023434,245194.31463347396,1258885.3067332916,0.0635754870452799,0.31986003812583347,1526116.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Yes,Yes
Nebraska,2002.0,10.6,,5097.3323018688,,2446719.504897024,123.82512000000003,356.17488,0.005315751695715636,0.015061522327469552,480.0,Yes,,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2003.0,9.8,9957.257862120889,3485.040251742311,10952983.648332978,3833544.276916542,341.0,583.0,0.014748497037325375,0.02549748523944894,1100.0,Yes,,,No,Yes,No,Yes,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2004.0,9.5,2739.305402678568,2739.305402678568,3717237.4314348167,3717237.4314348167,366.0,814.0,0.015758880516684608,0.03527933081957266,1357.0,Yes,Yes,,No,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2005.0,9.5,3278.124257590885,3278.124257590885,3501036.7071070652,3501036.7071070652,276.0,635.0,0.01152016028049086,0.027599095966620305,1068.0,Yes,Yes,,No,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2006.0,10.2,11736.619509124585,3926.935249215206,17405406.73203176,5823644.974586151,499.0,861.0,0.020726895119418484,0.03624500105241002,1483.0,Yes,Yes,,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,8,Yes,Yes
Nebraska,2007.0,9.9,10441.86189749358,3445.8145198703546,16894932.550144613,5575327.893150234,496.0,977.0,0.019645898522596746,0.03984015006320597,1618.0,Yes,Yes,,Yes,Yes,Yes,,No,No,Yes,Yes,Yes,8,Yes,Yes
Nebraska,2008.0,10.6,9684.461346141212,4006.4694849139373,21509188.649779633,8898368.725993855,642.0,1468.0,0.024810635337764723,0.057393072171397296,2221.0,Yes,Yes,,Yes,Yes,No,,No,No,Yes,Yes,Yes,7,Yes,Yes
Nebraska,2009.0,9.9,7211.413189285049,3925.7896270032966,19636678.11442319,10689925.154329976,756.0,1880.0,0.029288702928870293,0.07268509568915522,2723.0,Yes,Yes,,Yes,Yes,No,,No,No,Yes,Yes,Yes,7,Yes,Yes
Nebraska,2010.0,10.2,2875.6694889951937,1615.7573981039286,29469860.923222743,16558281.815769061,2803.0,7147.0,0.10646460042540261,0.2727133971839585,10248.0,Yes,No,,Yes,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2011.0,10.2,3579.6522575115914,2165.9952384679186,36448019.285983026,22054163.518080346,2518.0,6980.0,0.09484349693020452,0.2651169857186266,10182.0,Yes,No,,Yes,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2012.0,12.2,2749.4889916763514,1239.0450819891994,28055785.67106549,12643216.01661779,3572.0,5907.0,0.1337477065937769,0.2221428302809221,10204.0,Yes,No,,Yes,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2013.0,10.5,3750.008148763578,1621.3004053924271,39157585.08938928,16929618.833107725,2979.0,6914.0,0.11314949863263446,0.2581488257476758,10442.0,Yes,No,,Yes,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2014.0,11.8,2822.303957655278,2650.7582270998523,33449946.506130353,31416786.507587448,3291.0,7995.0,0.12533323177698225,0.3032889495846136,11852.0,Yes,No,,Yes,Yes,No,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nebraska,2015.0,10.3,6944.32598804785,3354.9853365285367,83838847.6537017,40504737.96790902,3511.0,8020.0,0.1352725871701021,0.30493137143074406,12073.0,Yes,No,,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,8,Yes,Yes
Nebraska,2016.0,9.6,6953.638091220837,2811.127351964998,87977429.13012603,35566383.25706115,3670.0,8227.0,0.14069388537473643,0.3164230769230769,12652.0,Yes,No,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,7,Yes,Yes
Nebraska,2017.0,10.4,6268.724784289198,2358.0764727539745,80640875.62509625,30334295.74550713,3850.0,8336.0,0.14647694414853143,0.31656096912619147,12864.0,Yes,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,8,Yes,Yes
Nebraska,2018.0,10.5,8079.16769091147,2083.394178677738,112607439.27592407,29038348.062410317,4239.0,8711.0,0.15793003241309936,0.3300621400424371,13938.0,Yes,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,8,Yes,Yes
Nebraska,2019.0,8.7,9686.096512049373,2061.9706116460825,135188849.0186731,28778923.82674437,4201.0,9057.0,0.1537532481791897,0.3367665650330929,13957.0,Yes,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,8,Yes,Yes
Nebraska,2020.0,8.3,10027.987573413058,2174.8255584312105,144011929.54178494,31232669.844630614,4320.0,9288.0,0.1619493908153702,0.3410818552385149,14361.0,No,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,7,Yes,Yes
Nebraska,2021.0,8.1,10826.709754791731,2423.6345243374367,138646845.1198629,31037063.718665216,4026.0,8254.0,0.15269086357947434,0.310207456404089,12806.0,No,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,7,Yes,Yes
Nebraska,2022.0,7.9,11689.703667664671,2313.126871257485,156174441,30903375,4023.0,8772.0,0.15585170263045753,0.33183279742765276,13360.0,No,Yes,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,7,Yes,Yes
Nevada,2002.0,8.9,,5551.914139227169,,2398426.908146137,111.0,321.0,0.0037818132261251748,0.010808444728778746,432.0,No,,,No,No,No,Yes,No,Yes,No,Yes,Yes,4,Yes,Yes
Nevada,2003.0,10.9,6727.876933865466,6727.876933865466,5476491.824166489,5476491.824166489,218.0,492.0,0.006834498542182651,0.015478999528079282,814.0,No,,,No,No,No,Yes,No,Yes,No,Yes,Yes,4,Yes,Yes
Nevada,2004.0,10.9,5260.875582828004,5260.875582828004,5134614.568840131,5134614.568840131,232.0,720.0,0.00708764855039257,0.02229861562761312,976.0,No,Yes,,No,No,No,,No,No,No,Yes,Yes,3,Yes,Yes
Nevada,2005.0,10.6,4618.889042919049,4618.889042919049,4835976.827936244,4835976.827936244,206.0,827.0,0.005963063741098825,0.024534235196392546,1047.0,No,Yes,,No,No,No,,No,Yes,No,Yes,Yes,4,Yes,Yes
Nevada,2006.0,9.5,4930.971404417285,4930.971404417285,4797835.176498018,4797835.176498018,215.0,758.0,0.006192753038769514,0.021450604182584827,973.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2007.0,9.7,5036.077274654224,5036.077274654224,4779237.333646859,4779237.333646859,140.0,799.0,0.0038992869875222815,0.022356529281737036,949.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2008.0,10.8,4491.221147281143,4491.221147281143,4666378.772025107,4666378.772025107,193.0,829.0,0.0050522237637758175,0.022265792866351525,1039.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2009.0,13.0,4136.032807057502,4136.032807057502,4644764.842325576,4644764.842325576,234.0,878.0,0.005994927369149181,0.022622452397516167,1123.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2010.0,16.6,3764.050653407342,3764.050653407342,4637310.404997845,4637310.404997845,390.0,820.0,0.01045100088431546,0.02235246013356958,1232.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2011.0,15.5,4442.688953009371,3325.5553441138923,6010958.1534216795,4499476.380586096,285.0,1032.0,0.0074498117942283565,0.0276549561861886,1353.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2012.0,15.8,4705.085440408897,3403.600423312467,6060150.047246659,4383837.345226457,240.0,1027.0,0.006231500233681258,0.027059784470265854,1288.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2013.0,14.5,4178.853816553843,3053.732903298191,5821143.366459504,4253849.93429438,107.0,1272.0,0.0029368172586046,0.03311896268909313,1393.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2014.0,17.0,3902.8935741950067,2945.8326719324064,5467953.897447204,4127111.5733773015,0.0,1401.0,0.0,0.038248382429222745,1401.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,No,Yes
Nevada,2015.0,13.0,4162.966227777498,2903.8846386551754,5819826.786432942,4059630.724839935,313.0,1085.0,0.00878103520830411,0.029596290234588107,1398.0,No,Yes,,Yes,Yes,No,,No,Yes,Yes,Yes,Yes,7,Yes,Yes
Nevada,2016.0,10.1,5508.507166414541,2603.1078501150596,8626322.22260517,4076466.893280183,179.0,1357.0,0.00514515665421098,0.03758378108901567,1566.0,No,No,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nevada,2017.0,13.7,6211.099426638269,3132.897396318133,11614755.927813562,5858518.1311149085,190.0,1666.0,0.005180075792687914,0.04529389375237888,1870.0,No,No,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nevada,2018.0,13.0,8979.722661660604,4713.788359791458,19494977.89846517,10233634.529107256,232.0,1870.0,0.006249494922285375,0.04980822501598125,2171.0,No,No,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,6,Yes,Yes
Nevada,2019.0,10.4,7708.8008331285255,4140.250078791422,16489124.982061917,8855994.918534853,0.0,2139.0,0.0,0.056710323983244076,2139.0,No,No,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,6,No,Yes
Nevada,2020.0,12.9,9458.695833896292,7172.930416524488,29038196.210061617,22020896.378730178,0.0,3070.0,0.0,0.07927285872905208,3070.0,No,No,Yes,Yes,Yes,,,No,No,Yes,Yes,Yes,6,No,Yes
Nevada,2021.0,12.8,10105.27141948554,10105.27141948554,19897279.42496703,19897279.42496703,0.0,1969.0,0.0,0.05095096390218657,1969.0,No,No,Yes,Yes,Yes,,,No,No,Yes,No,Yes,5,No,Yes
Nevada,2022.0,12.0,10624.601677148847,8909.561006289308,25339675,21249303,0.0,2385.0,0.0,0.06384687458171596,2385.0,No,Yes,Yes,Yes,Yes,,,Yes,No,Yes,No,Yes,7,No,Yes
New Hampshire,2002.0,5.8,,0,,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2003.0,5.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,,,No program,No program,No program,No program,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2004.0,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2005.0,5.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2006.0,5.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2007.0,5.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2008.0,7.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2009.0,7.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2010.0,6.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2011.0,7.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2012.0,8.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2013.0,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2014.0,7.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2015.0,7.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,,No program,No program,No program,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2016.0,6.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2017.0,6.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2018.0,6.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2019.0,3.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2020.0,6.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2021.0,6.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Hampshire,2022.0,8.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,No program,No program,No program,No program,No program,,,No program,No program,No program,No program,No program,0,No,No
New Jersey,2002.0,7.9,,13545.256626276794,,496650379.45906496,12785.0,23881.0,0.11243711963977908,0.20421234458107437,36666.0,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2003.0,8.6,15953.141177149313,15953.141177149313,696801300.3355277,696801300.3355277,16311.0,27367.0,0.14570027423201637,0.24119119383780163,43678.0,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2004.0,8.0,15460.022606146094,15460.022606146094,703740229.0317702,703740229.0317702,16818.0,28702.0,0.14934332625895766,0.255455872405568,45520.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2005.0,6.8,15535.135628035361,15535.135628035361,721824541.821035,721824541.821035,17206.0,29061.0,0.14888590836325877,0.25587497248514196,46464.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2006.0,8.8,15591.647269131905,15591.647269131905,721285194.317311,721285194.317311,17280.0,28981.0,0.148289267049404,0.24888572091066016,46261.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2007.0,8.7,15909.175237533296,15909.175237533296,723851564.1325275,723851564.1325275,17259.0,28240.0,0.15091815320041974,0.2528268440513174,45499.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2008.0,9.2,15770.436909545628,15770.436909545628,741273616.4962827,741273616.4962827,17969.0,29035.0,0.1582223865877712,0.2567810175727185,47004.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2009.0,9.3,15587.94207610961,15587.94207610961,765227664.4582969,765227664.4582969,18961.0,30130.0,0.1730823649691006,0.26525689333380287,49091.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2010.0,11.1,16080.682480386911,16080.682480386911,801380811.4100817,801380811.4100817,19875.0,29960.0,0.18015282398049365,0.26845397035895413,49835.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2011.0,11.4,15724.535524545658,15724.535524545658,805206290.6054095,805206290.6054095,20405.0,30802.0,0.1838553304980898,0.2791983539243857,51207.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2012.0,9.3,15307.618457260905,15307.618457260905,788954655.287227,788954655.287227,20306.0,31234.0,0.1858536674659979,0.2816461974066259,51540.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2013.0,9.9,15377.909570524695,15377.909570524695,795437750.4449604,795437750.4449604,20706.0,31020.0,0.19597561898992957,0.28301628575338716,51726.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,Yes,1,Yes,Yes
New Jersey,2014.0,11.3,15026.545593873667,15026.545593873667,778480247.5818131,778480247.5818131,20669.0,31138.0,0.19327298909689364,0.2933092190163996,51807.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2015.0,11.2,14771.396877798992,14771.396877798992,753828696.8647159,753828696.8647159,20330.0,30703.0,0.18649836252052582,0.28592581555396207,51033.0,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2016.0,9.4,15461.703072602653,15168.469777588252,815914071.141242,800440150.1633321,20970.0,31800.0,0.1964071631949648,0.29127547515456836,52770.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2017.0,8.6,15106.798933140839,14821.131441252091,806249859.0617266,791003785.0196241,21703.0,31667.0,0.2068173588213993,0.2984355857129394,53370.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2018.0,8.2,15546.109760442812,15244.337817569462,787939027.0982835,772644017.9456906,20951.0,29733.0,0.1985519195595106,0.2807807807807808,50684.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2019.0,6.3,15234.772247163472,14862.21187724384,800632985.9051819,781053820.7847955,21332.0,31221.0,0.20288945321045074,0.29648446402795714,52553.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
New Jersey,2020.0,8.2,15738.200888681213,15738.200888681213,872100925.8444921,872100925.8444921,22259.0,33154.0,0.21188755937592216,0.3151101564430589,55413.0,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,,,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,NA - Program level only,0,Yes,Yes
